9.98691822905573e+21,2.97743778204131e-05,5.86134421987553e-10,3018.11244121179,6.76611534171774e-38,3.99983481442904e+21,2.56076386462687e-08
9.98696563903787e+21,3.00785935283115e-05,5.82121388412482e-10,-9654.53637814833,6.76611534171774e-38,3.99968939562932e+21,2.56076386462687e-08
9.98701314436573e+21,2.98196448326298e-05,2.26702823242784e-09,41074.9641884178,6.76611534171774e-38,3.99968120846241e+21,2.56076386462687e-08
9.98705734315457e+21,2.89584270800993e-05,1.09108327742996e-08,17333.2486461516,-1.08546864822922e-37,3.99942982970811e+21,2.56076386462687e-08
9.98715101605149e+21,2.8852931448824e-05,1.17201527745718e-08,15590.4833325086,-1.08546864822922e-37,3.99903800923355e+21,2.56076386462687e-08
9.98724820004081e+21,2.77704617438474e-05,8.57115433531429e-09,-21926.025651652,-3.67710751673463e-37,3.99865971470248e+21,2.56076386462687e-08
9.98732848560832e+21,2.82289133179586e-05,-6.39119450828943e-09,70068.3187146028,-1.85829581463926e-36,3.99857751744106e+21,2.56076386462687e-08
9.98739856086959e+21,2.69165477852606e-05,-3.53928332354022e-08,154094.25919289,-1.85829581463926e-36,3.99858754338382e+21,2.56076386462687e-08
9.9875633189409e+21,2.72143184254666e-05,-4.66147936009841e-08,-307719.925613652,-1.57895271758518e-36,3.99810545587022e+21,2.56076386462687e-08
9.98775420133495e+21,2.71181691103997e-05,-1.03398845134274e-07,-376134.058958603,-1.57895271758518e-36,3.99773574164695e+21,2.56076386462687e-08
9.9880444025167e+21,2.70323932768523e-05,-1.40302377621397e-07,-984518.330628964,2.01199886574036e-37,3.99693155732636e+21,2.56076386462687e-08
9.98839166181156e+21,2.70704068545579e-05,-1.79628963742639e-07,-569137.412261538,2.01199886574036e-37,3.99560712724562e+21,2.56076386462687e-08
9.9887875673038e+21,2.7112119172646e-05,-1.74059512108332e-07,-1266294.0242277,3.16600349638392e-38,3.99428643837307e+21,2.56076386462687e-08
9.98917713186791e+21,2.7033521439449e-05,-2.93542746316261e-07,-1279149.70079954,3.16600349638392e-38,3.99313414810635e+21,2.56076386462687e-08
9.98967478924437e+21,2.68937126258398e-05,-3.62123513235143e-07,-419551.500081757,2.93477634968693e-38,3.99125544596514e+21,2.56076386462687e-08
9.99022486260286e+21,2.6602387716057e-05,-8.30160907384404e-08,-869520.071794729,3.63664907159673e-38,3.99017055895125e+21,2.56076386462687e-08
9.99048423756525e+21,2.62966559670446e-05,-8.97145346628815e-08,-925949.917553747,3.63664907159673e-38,3.98843568061253e+21,2.56076386462687e-08
9.99075222250976e+21,2.6342593074837e-05,-4.19361350816447e-08,-105689.181712666,6.44739891049131e-38,3.98798084240333e+21,2.56076386462687e-08
9.99093000310597e+21,2.65905642145889e-05,-2.73886974838519e-08,79652.8598491618,-7.22693778107443e-39,3.98722877050746e+21,2.56076386462687e-08
9.99107185360362e+21,2.58723490478176e-05,-9.92541848309791e-08,114832.521821311,-7.22693778107443e-39,3.98709502035822e+21,2.56076386462687e-08
9.99135201778113e+21,2.61001403777286e-05,-6.96904434027499e-08,45262.6903672218,-7.22693778107443e-39,3.98542355343718e+21,2.56076386462687e-08
9.99158420691619e+21,2.61308897157139e-05,-1.03294447981462e-07,26913.0848618586,-7.22693778107443e-39,3.98472319306375e+21,2.56076386462687e-08
9.99187237013713e+21,2.66277573802692e-05,2.78334131652685e-07,43437.6745733938,-8.09854501188015e-39,3.98448887487688e+21,2.56076386462687e-08
9.99236366333808e+21,2.67475993760366e-05,5.41580050847827e-07,-20681.2480510369,-1.21118968420014e-38,3.98227959014884e+21,2.56076386462687e-08
9.9929571750293e+21,2.6618932396093e-05,9.13097277283085e-07,-20212.3628216653,-1.44949735675661e-38,3.98101782665452e+21,2.56076386462687e-08
9.99364214009863e+21,2.65291075325861e-05,1.0509181753562e-06,-21363.0539290754,-1.44949735675661e-38,3.97915660527267e+21,2.56076386462687e-08
9.99449197495638e+21,2.65962652499577e-05,6.5749162275342e-07,-21402.8771246636,-1.44949735675661e-38,3.97702717681653e+21,2.56076386462687e-08
9.99520618906872e+21,2.67052571574354e-05,7.43566707668856e-07,-22266.1736741688,-1.2532671153878e-38,3.9767312530668e+21,2.56076386462687e-08
9.99595798879956e+21,2.67151608351968e-05,7.58070258175729e-07,-18839.2115016222,-1.2532671153878e-38,3.9752054511601e+21,2.56076386462687e-08
9.99671659039034e+21,2.66713988573451e-05,4.16875201807961e-07,-26856.6549073724,-1.2532671153878e-38,3.97350880248206e+21,2.56076386462687e-08
9.99731355634304e+21,2.65954824848296e-05,5.26938817613719e-07,-26604.7471070051,-1.2532671153878e-38,3.97143898363192e+21,2.56076386462687e-08
9.99797670675982e+21,2.65363850599024e-05,5.51691982123574e-07,-26138.5204539451,-8.44890323814214e-39,3.96953719934889e+21,2.56076386462687e-08
9.99865251213395e+21,2.66572427833514e-05,2.44225960239896e-07,-20964.341926082,-8.44890323814214e-39,3.96781976930035e+21,2.56076386462687e-08
9.9991126014821e+21,2.66966858190485e-05,2.02619771182318e-07,-26251.2687330103,-8.44890323814214e-39,3.96590981995024e+21,2.56076386462687e-08
9.99992833830669e+21,2.68614146820237e-05,1.0765481760112e-07,-2294.89060845247,-8.44890323814214e-39,3.96465090976724e+21,2.56076386462687e-08
